Datetime,Attendence,Place in Quarter,W1,W2,W3,W4,W5,W6,W7,W8
2015-07-24 17:30:00,63,4,0,82.04,52.47,11.4,0.00,FEW,FEW,BKN
2015-11-16 19:30:00,102,1,0.691358024691358,46.94,89.65,14.8,0.00,BKN,OVC,M
2015-10-04 17:30:00,52,1,0.16049382716049382,55.94,83.69,12.5,0.00,OVC,M,M
2015-07-24 07:00:00,15,4,0,73.94,68.57,0.0,0.00,SCT,M,M
2015-09-25 09:30:00,67,1,0.04938271604938271,69.08,75.40,6.8,0.00,FEW,BKN,BKN
2015-12-30 09:30:00,5,0,0,28.04,84.87,9.1,0.05,BKN,BKN,OVC
2015-11-02 22:00:00,68,1,0.5185185185185185,57.02,66.65,8.0,0.00,CLR,M,M
2015-10-29 08:00:00,31,1,0.4691358024691358,37.94,78.96,18.2,0.01,OVC,M,M
2015-07-28 18:00:00,71,4,0,87.08,56.92,6.8,0.00,FEW,SCT,OVC
2015-12-23 13:00:00,2,0,0,57.92,86.63,19.4,0.00,FEW,SCT,BKN
2015-11-01 13:30:00,56,1,0.5061728395061729,62.96,44.47,8.0,0.00,FEW,M,M
2015-08-10 09:00:00,10,4,0,78.08,71.19,5.7,0.00,FEW,BKN,BKN
2016-03-14 06:30:00,9,2,0.9459459459459459,44.96,92.72,10.3,0.00,OVC,M,M
2016-03-14 16:00:00,78,2,0.9459459459459459,53.96,74.48,0.0,0.00,OVC,M,M
2015-04-13 14:30:00,77,3,0.1891891891891892,64.94,34.06,13.7,0.00,FEW,SCT,BKN
2015-04-28 21:00:00,81,3,0.3918918918918919,46.04,60.35,9.1,0.00,BKN,M,M
2015-10-13 12:30:00,56,1,0.2716049382716049,55.04,61.56,17.1,0.00,OVC,M,M
2015-10-04 09:30:00,39,1,0.16049382716049382,53.06,85.78,13.7,0.00,OVC,M,M
2016-02-13 07:30:00,1,2,0.5405405405405406,3.92,54.01,11.4,0.00,FEW,M,M
2016-01-16 19:30:00,28,2,0.16216216216216217,19.94,61.85,12.5,0.00,BKN,BKN,M
2015-12-22 11:30:00,10,0,0,37.94,82.46,10.3,0.00,OVC,M,M
2015-10-14 16:30:00,85,1,0.2839506172839506,62.06,36.36,12.5,0.00,FEW,M,M
2016-04-01 08:30:00,37,3,0.0410958904109589,42.08,70.20,6.8,0.00,FEW,BKN,OVC
2016-04-03 20:00:00,68,3,0.0684931506849315,68.00,35.79,18.2,0.00,FEW,BKN,BKN
2016-01-15 07:00:00,33,2,0.14864864864864866,39.92,89.34,5.7,0.00,FEW,BKN,OVC
2015-05-22 11:30:00,66,3,0.7162162162162162,62.06,29.69,9.1,0.00,FEW,M,M
2015-04-30 09:30:00,45,3,0.4189189189189189,48.02,56.01,14.8,0.00,BKN,BKN,M
2016-02-14 08:00:00,14,2,0.5540540540540541,15.98,53.22,17.1,0.00,FEW,SCT,BKN
2016-02-02 21:00:00,103,2,0.3918918918918919,37.04,100.00,5.7,0.00,OVC,M,M
2015-12-13 10:30:00,14,0,0,60.98,89.65,14.8,0.00,SCT,OVC,M
2015-06-26 16:00:00,50,4,0,62.96,86.90,11.4,0.02,OVC,M,M
2015-10-19 17:00:00,153,1,0.345679012345679,69.98,30.95,20.5,0.00,FEW,BKN,M
2015-11-09 17:00:00,178,1,0.6049382716049383,46.94,55.85,4.6,0.00,FEW,M,M
2015-11-13 12:00:00,69,1,0.654320987654321,46.04,43.34,21.7,0.00,SCT,M,M
2015-11-03 06:00:00,8,1,0.5308641975308642,46.04,92.75,0.0,0.00,CLR,M,M
2016-01-20 20:30:00,108,2,0.21621621621621623,17.96,80.29,8.0,0.00,BKN,OVC,M
2015-07-15 18:00:00,78,4,0,69.08,41.86,10.3,0.00,FEW,SCT,OVC
2015-09-24 14:00:00,100,1,0.037037037037037035,75.02,51.47,6.8,0.00,FEW,BKN,M
2016-03-29 06:30:00,55,3,0.0,33.98,88.42,0.0,0.00,FEW,M,M
2016-02-15 08:30:00,41,2,0.5675675675675675,21.02,95.51,5.7,0.00,OVC,M,M
2016-04-10 17:00:00,79,3,0.1643835616438356,46.94,92.78,12.5,0.00,OVC,M,M
2015-04-24 19:30:00,49,3,0.33783783783783783,44.96,60.20,10.3,0.00,FEW,OVC,M
2015-12-29 07:00:00,34,0,0,33.08,91.66,14.8,0.00,BKN,OVC,M
2015-11-17 11:00:00,81,1,0.7037037037037037,55.04,86.47,18.2,0.01,BKN,OVC,M
2015-07-26 09:30:00,9,4,0,78.08,68.59,3.4,0.00,BKN,BKN,M
2016-02-23 11:00:00,56,2,0.6756756756756757,42.98,44.83,8.0,0.00,BKN,M,M
2016-04-04 18:00:00,89,3,0.0821917808219178,30.92,68.92,11.4,0.00,FEW,BKN,OVC
2016-04-17 14:00:00,55,3,0.2602739726027397,78.08,24.60,13.7,0.00,FEW,FEW,M
2015-06-16 19:00:00,74,0,0,62.96,53.94,9.1,0.00,BKN,M,M
2015-04-05 20:00:00,47,3,0.08108108108108109,42.08,64.35,6.8,0.00,BKN,M,M
2016-03-08 16:00:00,75,2,0.8648648648648649,69.08,56.66,20.5,0.00,SCT,SCT,M
2015-09-28 11:00:00,74,1,0.08641975308641975,73.04,78.65,5.7,0.00,BKN,OVC,M
2016-01-10 21:30:00,15,2,0.08108108108108109,3.02,71.88,14.8,0.00,FEW,M,M
2016-03-31 09:30:00,76,3,0.0273972602739726,59.00,83.34,11.4,0.05,FEW,BKN,BKN
2016-04-03 11:00:00,71,3,0.0684931506849315,48.02,43.67,22.8,0.00,FEW,M,M
2015-09-05 08:00:00,10,0,0,73.04,78.65,9.1,0.00,SCT,BKN,BKN
2015-04-13 10:00:00,58,3,0.1891891891891892,60.08,72.13,16.0,0.00,SCT,BKN,BKN
2015-09-30 07:30:00,51,1,0.1111111111111111,55.04,68.73,11.4,0.00,SCT,M,M
2015-09-11 14:30:00,26,0,0,64.94,65.37,21.7,0.00,BKN,BKN,BKN
2016-03-12 18:30:00,48,2,0.918918918918919,50.00,76.71,4.6,0.03,OVC,M,M
2016-03-25 11:30:00,29,0,0,37.94,67.21,4.6,0.00,FEW,M,M
2015-10-31 15:30:00,109,1,0.49382716049382713,48.02,92.81,14.8,0.00,BKN,OVC,M
2015-06-15 10:00:00,24,0,0,75.02,87.50,6.8,0.00,FEW,BKN,OVC
2015-10-13 17:00:00,163,1,0.2716049382716049,60.98,53.65,3.4,0.00,FEW,BKN,M
2015-12-08 18:00:00,68,1,0.9629629629629629,44.06,88.90,10.3,0.00,FEW,BKN,BKN
2015-08-30 08:00:00,3,0,0,66.92,87.10,0.0,0.00,BKN,OVC,M
2015-06-11 15:00:00,29,3,0.9864864864864865,66.02,69.94,14.8,0.00,SCT,BKN,OVC
2015-07-20 10:00:00,13,4,0,78.98,54.08,12.5,0.00,BKN,OVC,M
2015-10-12 08:30:00,48,1,0.25925925925925924,64.04,74.94,9.1,0.00,FEW,SCT,M
2016-02-25 22:00:00,34,2,0.7027027027027027,32.00,51.15,11.4,0.00,OVC,M,M
2016-04-28 14:30:00,63,3,0.410958904109589,50.00,74.10,9.1,0.00,OVC,M,M
2015-04-19 07:30:00,4,3,0.2702702702702703,53.96,44.95,8.0,0.00,SCT,BKN,M
2016-04-22 07:30:00,31,3,0.3287671232876712,44.06,92.69,12.5,0.00,OVC,M,M
2016-01-19 19:00:00,142,2,0.20270270270270271,15.08,58.19,4.6,0.00,FEW,BKN,BKN
2015-05-04 10:30:00,55,3,0.47297297297297297,68.00,70.15,11.4,0.00,SCT,SCT,BKN
2015-10-03 14:00:00,107,1,0.14814814814814814,53.06,60.87,20.5,0.00,BKN,OVC,M
2015-10-10 18:30:00,67,1,0.2345679012345679,59.00,55.24,6.8,0.00,BKN,M,M
2015-07-15 13:30:00,16,4,0,73.04,51.18,9.1,0.00,FEW,BKN,M
2016-01-27 06:30:00,23,2,0.3108108108108108,26.06,68.33,6.8,0.00,OVC,M,M
2016-03-05 14:00:00,44,2,0.8243243243243243,37.94,75.58,8.0,0.00,BKN,OVC,M
2016-02-26 19:30:00,53,2,0.7162162162162162,32.00,65.97,9.1,0.00,OVC,M,M
2015-09-09 18:30:00,39,0,0,71.06,42.17,5.7,0.00,FEW,M,M
2015-07-20 12:30:00,18,4,0,82.04,50.84,13.7,0.00,FEW,BKN,BKN
2016-03-29 16:00:00,139,3,0.0,57.02,32.78,12.5,0.00,BKN,M,M
2015-05-05 14:00:00,62,3,0.4864864864864865,50.00,96.05,10.3,0.00,OVC,M,M
2015-11-07 19:30:00,44,1,0.5802469135802469,41.00,59.65,5.7,0.00,CLR,M,M
2015-08-19 09:00:00,13,0,0,71.06,73.22,11.4,0.00,FEW,BKN,BKN
2015-07-31 09:00:00,14,4,0,78.98,57.99,16.0,0.00,FEW,FEW,M
2016-01-19 08:30:00,50,2,0.20270270270270271,3.02,65.35,0.0,0.00,FEW,FEW,M
2015-12-09 11:00:00,55,1,0.9753086419753086,50.00,68.15,9.1,0.00,FEW,FEW,M
2015-05-28 08:30:00,137,3,0.7972972972972973,71.06,58.82,0.0,0.00,FEW,M,M
2015-10-26 09:00:00,30,1,0.43209876543209874,53.06,66.17,4.6,0.00,FEW,M,M
2016-02-07 18:00:00,27,2,0.4594594594594595,37.94,67.21,11.4,0.00,BKN,M,M
2015-12-16 12:00:00,27,0,0,48.92,86.13,17.1,0.00,BKN,BKN,M
2015-06-13 13:30:00,31,0,0,82.04,64.90,8.0,0.00,SCT,SCT,BKN
2016-01-29 08:30:00,38,2,0.33783783783783783,24.08,54.51,0.0,0.00,FEW,SCT,M
2016-04-01 21:00:00,68,3,0.0410958904109589,39.02,54.68,17.1,0.00,CLR,M,M
2015-11-18 21:00:00,85,1,0.7160493827160493,48.02,70.86,11.4,0.00,OVC,M,M
2015-07-28 14:30:00,21,4,0,89.96,50.39,5.7,0.00,SCT,BKN,M
2015-08-03 06:30:00,15,4,0,69.08,83.98,9.1,0.00,SCT,SCT,SCT
2015-07-01 07:30:00,1,4,0,57.02,80.49,3.4,0.00,FEW,OVC,M
2016-03-16 11:30:00,64,2,0.972972972972973,51.98,54.22,25.1,0.00,SCT,SCT,BKN
2016-04-29 06:30:00,16,3,0.4246575342465753,42.08,95.92,11.4,0.00,OVC,M,M
2015-04-12 18:00:00,49,3,0.17567567567567569,62.96,35.23,13.7,0.00,BKN,BKN,OVC
2016-04-21 13:30:00,53,3,0.3150684931506849,69.08,43.61,10.3,0.00,SCT,OVC,M
2016-02-09 09:00:00,38,2,0.4864864864864865,15.08,73.24,14.8,0.00,SCT,BKN,OVC
2015-11-10 11:30:00,63,1,0.6172839506172839,53.96,38.01,3.4,0.00,SCT,M,M
2016-01-04 07:00:00,63,2,0.0,24.98,74.29,13.7,0.00,FEW,FEW,M
2015-08-05 08:30:00,18,4,0,73.94,55.49,0.0,0.00,BKN,M,M
2015-11-08 15:00:00,74,1,0.5925925925925926,50.00,42.39,6.8,0.00,FEW,M,M
2016-01-23 18:30:00,38,2,0.25675675675675674,28.04,68.57,4.6,0.00,FEW,BKN,M
2015-05-05 18:30:00,127,3,0.4864864864864865,50.00,89.17,9.1,0.00,OVC,M,M
2015-06-10 17:00:00,74,3,0.972972972972973,80.06,52.19,12.5,0.00,FEW,SCT,BKN
2015-10-21 12:30:00,50,1,0.37037037037037035,71.06,54.73,14.8,0.00,FEW,BKN,M
2015-11-12 08:00:00,45,1,0.6419753086419753,42.98,88.85,27.4,0.00,OVC,M,M
2016-02-18 20:00:00,112,2,0.6081081081081081,39.02,69.86,17.1,0.00,OVC,M,M
2016-03-25 06:30:00,1,0,0,28.94,81.80,6.8,0.00,SCT,BKN,M
2016-04-04 13:00:00,57,3,0.0821917808219178,33.98,63.77,13.7,0.00,OVC,M,M
2016-04-20 17:00:00,155,3,0.3013698630136986,68.00,52.51,11.4,0.00,SCT,BKN,BKN
2015-08-23 09:30:00,14,0,0,71.06,86.77,12.5,0.00,OVC,M,M
2015-06-09 12:30:00,29,3,0.9594594594594594,80.06,43.56,11.4,0.00,SCT,BKN,M
2015-05-08 20:30:00,40,3,0.527027027027027,66.92,93.35,5.7,0.04,OVC,M,M
2015-09-27 10:00:00,55,1,0.07407407407407407,66.92,84.38,6.8,0.00,SCT,BKN,OVC
2016-03-24 13:30:00,16,0,0,37.04,92.46,17.1,0.00,OVC,M,M
2016-01-22 22:00:00,4,2,0.24324324324324326,26.06,80.96,10.3,0.00,BKN,M,M
2015-11-18 09:30:00,40,1,0.7160493827160493,59.00,77.49,19.4,0.03,OVC,M,M
2015-04-06 11:00:00,71,3,0.0945945945945946,57.02,48.78,4.6,0.00,OVC,M,M
2016-03-24 17:00:00,46,0,0,33.98,92.36,12.5,0.00,SCT,BKN,OVC
2015-05-11 08:30:00,172,3,0.5675675675675675,64.04,86.95,12.5,0.02,FEW,OVC,M
2016-01-30 12:00:00,76,2,0.35135135135135137,44.96,65.18,8.0,0.00,BKN,BKN,M
2016-02-16 13:00:00,55,2,0.581081081081081,33.08,69.17,0.0,0.05,BKN,OVC,M
2015-04-02 08:00:00,43,3,0.04054054054054054,53.06,85.78,11.4,0.08,BKN,OVC,M
2016-03-16 15:00:00,34,2,0.972972972972973,53.96,39.72,30.8,0.00,SCT,SCT,M
2015-06-04 11:00:00,64,3,0.8918918918918919,73.04,68.47,10.3,0.00,OVC,M,M
2015-07-29 11:30:00,35,4,0,84.92,39.97,11.4,0.00,FEW,FEW,SCT
2015-10-29 16:00:00,74,1,0.4691358024691358,46.04,76.35,10.3,0.00,OVC,M,M
2015-11-25 06:30:00,35,1,0.8024691358024691,35.06,78.13,10.3,0.00,FEW,M,M
2016-03-04 08:30:00,30,2,0.8108108108108109,32.00,53.60,3.4,0.00,FEW,M,M
2015-11-20 14:30:00,56,1,0.7407407407407407,39.02,40.57,6.8,0.00,OVC,M,M
2015-04-18 19:30:00,66,3,0.25675675675675674,48.92,51.85,12.5,0.00,FEW,BKN,M
2016-01-12 08:00:00,58,2,0.10810810810810811,5.00,69.09,18.2,0.00,FEW,M,M
2016-04-03 14:00:00,62,3,0.0684931506849315,64.94,34.06,23.9,0.00,FEW,FEW,M
2015-07-10 18:30:00,45,4,0,75.92,46.47,9.1,0.00,FEW,SCT,M
2016-02-16 20:00:00,129,2,0.581081081081081,28.94,88.82,8.0,0.00,BKN,OVC,M
2015-09-22 10:30:00,109,1,0.012345679012345678,71.96,49.36,4.6,0.00,FEW,SCT,M
2015-11-10 18:30:00,117,1,0.6172839506172839,46.04,57.78,3.4,0.00,FEW,M,M
2016-03-10 10:30:00,78,2,0.8918918918918919,48.02,67.92,8.0,0.00,FEW,FEW,OVC
2015-04-24 06:00:00,1,3,0.33783783783783783,35.06,66.36,3.4,0.00,FEW,M,M
2016-01-08 07:00:00,37,2,0.05405405405405406,37.94,96.52,9.1,0.01,BKN,OVC,M
2015-08-06 12:00:00,21,4,0,82.04,45.60,9.1,0.00,SCT,SCT,M
2015-04-20 19:00:00,97,3,0.28378378378378377,44.06,57.50,13.7,0.00,FEW,M,M
2016-04-14 06:30:00,35,3,0.2191780821917808,37.94,67.21,6.8,0.00,FEW,M,M
2016-04-18 19:30:00,85,3,0.273972602739726,69.98,30.95,6.8,0.00,FEW,OVC,M
2015-10-20 13:30:00,57,1,0.35802469135802467,73.04,29.10,11.4,0.00,FEW,SCT,BKN
2016-01-22 10:30:00,49,2,0.24324324324324326,24.98,87.96,9.1,0.00,OVC,M,M
2015-05-04 22:00:00,52,3,0.47297297297297297,55.94,48.95,6.8,0.00,OVC,M,M
2015-06-10 20:30:00,48,3,0.972972972972973,73.04,61.41,6.8,0.00,FEW,SCT,BKN
2015-09-14 12:30:00,50,0,0,77.00,44.84,13.7,0.00,CLR,M,M
2015-05-26 07:30:00,151,3,0.7702702702702703,68.00,87.16,11.4,0.00,OVC,M,M
2016-02-05 17:30:00,125,2,0.43243243243243246,30.02,63.24,5.7,0.00,OVC,M,M
2015-08-22 08:30:00,18,0,0,71.96,57.05,8.0,0.00,FEW,M,M
2015-05-12 12:00:00,57,3,0.581081081081081,51.98,66.04,18.2,0.00,BKN,M,M
2015-05-08 09:00:00,40,3,0.527027027027027,71.06,75.57,10.3,0.00,FEW,FEW,OVC
2015-11-06 21:30:00,20,1,0.5679012345679012,44.06,76.16,5.7,0.00,SCT,BKN,M
2015-07-22 09:00:00,21,4,0,78.08,45.00,0.0,0.00,FEW,FEW,BKN
2016-01-22 16:30:00,123,2,0.24324324324324326,30.02,63.24,10.3,0.00,BKN,OVC,M
2015-05-17 10:00:00,32,3,0.6486486486486487,73.04,81.14,16.0,0.00,OVC,M,M
2015-07-18 14:00:00,35,4,0,86.00,71.98,13.7,0.00,SCT,BKN,BKN
2015-12-04 07:30:00,28,1,0.9135802469135802,32.00,95.73,4.6,0.00,OVC,M,M
2015-10-23 10:00:00,55,1,0.3950617283950617,55.94,59.58,16.0,0.00,FEW,FEW,BKN
2015-05-09 16:30:00,83,3,0.5405405405405406,53.96,74.48,13.7,0.00,FEW,FEW,BKN
2016-02-23 19:00:00,102,2,0.6756756756756757,35.06,69.40,8.0,0.00,FEW,SCT,OVC
2015-07-03 08:30:00,13,4,0,66.02,69.94,3.4,0.00,FEW,BKN,M
2016-04-04 10:00:00,82,3,0.0821917808219178,35.96,64.03,12.5,0.00,SCT,BKN,OVC
2015-11-04 20:30:00,132,1,0.5432098765432098,62.96,83.60,9.1,0.00,BKN,M,M
2015-07-30 19:00:00,56,4,0,82.94,38.39,12.5,0.00,CLR,M,M
2015-09-16 16:00:00,147,0,0,82.04,39.53,20.5,0.00,CLR,M,M
2015-10-07 14:30:00,85,1,0.19753086419753085,66.92,67.79,12.5,0.00,FEW,SCT,M
2015-11-21 14:00:00,44,1,0.7530864197530864,28.94,88.82,22.8,0.03,BKN,BKN,OVC
2015-07-11 13:00:00,14,4,0,77.00,55.91,4.6,0.00,BKN,OVC,M
2015-08-14 10:30:00,16,4,0,75.92,79.37,8.0,0.00,FEW,SCT,OVC
2015-06-23 20:30:00,18,4,0,71.96,53.08,8.0,0.00,FEW,SCT,M
2016-01-14 17:30:00,153,2,0.13513513513513514,42.08,78.74,13.7,0.00,FEW,M,M
2015-04-21 17:30:00,183,3,0.2972972972972973,46.04,45.33,21.7,0.00,BKN,M,M
2015-06-02 15:30:00,79,3,0.8648648648648649,69.08,34.48,8.0,0.00,FEW,M,M
2015-06-20 18:00:00,2,0,0,71.96,87.35,8.0,0.05,FEW,SCT,BKN
2015-09-05 16:00:00,31,0,0,86.00,57.12,8.0,0.00,FEW,SCT,BKN
2016-04-22 21:00:00,64,3,0.3287671232876712,42.98,73.39,9.1,0.00,FEW,FEW,M
2015-10-05 23:00:00,2,1,0.1728395061728395,57.02,93.08,5.7,0.00,OVC,M,M
2016-02-10 18:00:00,90,2,0.5,14.00,58.02,11.4,0.00,BKN,BKN,BKN
2015-06-11 07:00:00,10,3,0.9864864864864865,66.02,67.69,5.7,0.00,FEW,BKN,BKN
2016-02-03 07:00:00,27,2,0.40540540540540543,35.96,81.72,20.5,0.00,FEW,BKN,OVC
2015-11-03 14:00:00,101,1,0.5308641975308642,69.98,56.78,9.1,0.00,CLR,M,M
2016-04-05 20:30:00,115,3,0.0958904109589041,41.00,73.19,18.2,0.00,FEW,BKN,OVC
2015-11-11 20:00:00,136,1,0.6296296296296297,53.96,86.41,29.6,0.07,SCT,BKN,OVC
2015-04-29 06:30:00,18,3,0.40540540540540543,42.98,73.39,4.6,0.00,FEW,M,M
2015-07-16 11:30:00,33,4,0,69.98,75.96,9.1,0.00,FEW,SCT,OVC
2016-04-14 16:00:00,87,3,0.2191780821917808,60.08,29.38,11.4,0.00,FEW,M,M
2016-02-02 17:30:00,135,2,0.3918918918918919,35.96,96.49,11.4,0.01,OVC,M,M
2016-01-23 14:00:00,94,2,0.25675675675675674,32.00,58.37,8.0,0.00,BKN,BKN,M
2015-06-10 13:30:00,29,3,0.972972972972973,89.96,43.67,11.4,0.00,FEW,FEW,SCT
2015-04-07 17:00:00,201,3,0.10810810810810811,44.96,82.38,13.7,0.00,OVC,M,M
2015-09-29 12:30:00,54,1,0.09876543209876543,60.98,86.79,16.0,0.00,BKN,BKN,OVC
2016-02-13 17:30:00,82,2,0.5405405405405406,12.92,43.66,4.6,0.00,FEW,M,M
2016-01-19 11:00:00,88,2,0.20270270270270271,10.94,55.15,5.7,0.00,BKN,M,M
2016-03-29 08:00:00,64,3,0.0,42.98,76.06,8.0,0.00,FEW,M,M
2015-05-05 06:00:00,5,3,0.4864864864864865,50.00,96.05,9.1,0.19,FEW,SCT,OVC
2015-06-25 12:00:00,37,4,0,78.08,64.03,10.3,0.00,BKN,OVC,M
2016-04-18 11:00:00,48,3,0.273972602739726,78.98,22.10,8.0,0.00,BKN,M,M
2016-02-05 19:00:00,50,2,0.43243243243243246,28.94,71.91,6.8,0.00,OVC,M,M
2015-10-07 19:00:00,119,1,0.19753086419753085,57.92,83.82,8.0,0.00,FEW,SCT,M
2016-04-16 17:30:00,60,3,0.2465753424657534,69.98,34.87,12.5,0.00,FEW,FEW,M
2015-11-13 11:30:00,58,1,0.654320987654321,44.06,46.73,25.1,0.00,SCT,M,M
2015-10-30 12:00:00,70,1,0.48148148148148145,55.04,59.04,6.8,0.00,BKN,M,M
2015-05-01 17:00:00,101,3,0.43243243243243246,62.96,41.18,10.3,0.00,OVC,M,M
2015-10-13 10:30:00,54,1,0.2716049382716049,51.98,66.04,17.1,0.00,OVC,M,M
2015-10-06 22:30:00,24,1,0.18518518518518517,59.00,86.69,3.4,0.00,BKN,OVC,M
2015-06-01 22:00:00,72,3,0.8513513513513513,48.02,62.82,6.8,0.00,FEW,M,M
2016-04-06 12:30:00,47,3,0.1095890410958904,48.02,89.08,9.1,0.02,BKN,OVC,M
2015-05-21 08:00:00,154,3,0.7027027027027027,48.02,73.39,10.3,0.00,OVC,M,M
2015-07-27 20:00:00,66,4,0,77.00,64.30,6.8,0.00,FEW,SCT,BKN
2016-03-30 07:00:00,39,3,0.0136986301369863,46.04,57.78,10.3,0.00,BKN,BKN,OVC
2016-04-02 16:00:00,130,3,0.0547945205479452,35.96,58.94,22.8,0.00,FEW,SCT,BKN
2016-02-24 21:30:00,107,2,0.6891891891891891,33.98,75.20,19.4,0.00,BKN,OVC,M
2015-05-21 09:30:00,137,3,0.7027027027027027,51.98,68.86,9.1,0.00,SCT,BKN,M
2015-09-29 17:00:00,185,1,0.09876543209876543,57.92,71.90,18.2,0.00,FEW,SCT,SCT
2015-04-10 19:30:00,62,3,0.14864864864864866,46.04,67.69,16.0,0.00,SCT,SCT,M
2015-08-11 11:00:00,12,4,0,80.06,48.64,8.0,0.00,FEW,BKN,M
2015-05-14 08:30:00,112,3,0.6081081081081081,55.04,61.56,11.4,0.00,BKN,OVC,M
2015-12-20 11:00:00,10,0,0,46.94,49.33,17.1,0.00,FEW,BKN,M
2016-01-13 17:00:00,191,2,0.12162162162162163,21.02,77.45,8.0,0.00,BKN,M,M
2015-04-11 09:30:00,71,3,0.16216216216216217,51.08,54.09,9.1,0.00,CLR,M,M
2015-07-05 11:30:00,34,4,0,80.06,50.55,10.3,0.00,SCT,M,M
2016-04-25 20:00:00,106,3,0.3698630136986301,75.92,53.65,14.8,0.00,FEW,SCT,SCT
2016-03-15 12:00:00,41,2,0.9594594594594594,51.98,86.30,12.5,0.00,OVC,M,M
2015-10-15 07:30:00,41,1,0.2962962962962963,48.02,65.56,9.1,0.00,BKN,M,M
2015-06-06 17:30:00,63,3,0.918918918918919,68.00,54.66,10.3,0.00,BKN,M,M
2016-03-07 18:00:00,76,2,0.8513513513513513,55.94,74.67,6.8,0.00,BKN,BKN,OVC
2015-04-28 14:30:00,49,3,0.3918918918918919,55.94,46.91,13.7,0.00,FEW,SCT,M
2015-06-09 10:30:00,49,3,0.9594594594594594,75.02,53.52,8.0,0.00,OVC,M,M
2015-10-20 17:00:00,125,1,0.35802469135802467,69.08,35.96,4.6,0.00,FEW,SCT,BKN
2015-08-25 11:00:00,15,0,0,62.96,62.58,10.3,0.00,OVC,M,M
2015-07-21 15:00:00,20,4,0,80.96,38.08,9.1,0.00,SCT,SCT,M
2016-01-11 20:30:00,96,2,0.0945945945945946,24.80,79.62,11.4,0.00,SCT,OVC,M
2015-05-06 10:30:00,42,3,0.5,64.04,80.49,4.6,0.00,FEW,SCT,BKN
2015-10-16 06:00:00,6,1,0.30864197530864196,42.98,64.93,11.4,0.00,FEW,M,M
2016-02-02 12:30:00,65,2,0.3918918918918919,35.96,92.43,26.2,0.10,FEW,OVC,M
2015-12-06 14:00:00,28,1,0.9382716049382716,46.04,62.56,6.8,0.00,SCT,BKN,BKN
2016-02-22 09:00:00,49,2,0.6621621621621622,39.02,64.43,3.4,0.00,FEW,FEW,M
2016-04-11 11:00:00,86,3,0.1780821917808219,48.02,56.01,14.8,0.00,FEW,BKN,M
2015-09-10 17:30:00,64,0,0,66.92,75.69,4.6,0.00,SCT,BKN,M
2016-04-24 11:30:00,38,3,0.3561643835616438,69.08,50.60,12.5,0.00,SCT,BKN,M
2015-07-10 07:00:00,11,4,0,66.92,72.81,3.4,0.00,FEW,SCT,M
2015-07-14 18:00:00,99,4,0,69.98,73.11,16.0,0.00,FEW,FEW,SCT
2015-11-05 17:30:00,156,1,0.5555555555555556,66.02,78.08,20.5,0.00,BKN,OVC,M
2016-03-26 13:30:00,27,0,0,53.06,48.16,12.5,0.00,SCT,M,M
2016-03-09 20:00:00,113,2,0.8783783783783784,53.96,77.06,11.4,0.00,BKN,OVC,M
2015-04-02 16:00:00,114,3,0.04054054054054054,64.94,46.67,8.0,0.00,FEW,FEW,SCT
2015-11-27 08:30:00,8,1,0.8271604938271605,37.04,92.46,17.1,0.00,BKN,OVC,M
2015-10-23 06:00:00,15,1,0.3950617283950617,53.06,68.50,10.3,0.00,BKN,BKN,OVC
2016-04-16 14:00:00,59,3,0.2465753424657534,75.02,31.74,13.7,0.00,FEW,M,M
2015-04-10 14:00:00,63,3,0.14864864864864866,60.08,42.19,26.2,0.00,FEW,SCT,BKN
2015-09-20 16:30:00,173,0,0,69.98,40.59,9.1,0.00,FEW,FEW,SCT
2015-10-24 18:30:00,68,1,0.4074074074074074,53.96,77.06,18.2,0.00,BKN,OVC,M
2016-03-15 08:30:00,23,2,0.9594594594594594,48.92,89.73,11.4,0.00,OVC,M,M
2016-03-08 20:30:00,89,2,0.8648648648648649,62.96,72.42,17.1,0.00,SCT,M,M
2015-06-12 09:00:00,18,0,0,66.92,87.10,3.4,0.00,OVC,M,M
2015-10-14 23:00:00,3,1,0.2839506172839506,50.00,63.08,6.8,0.00,FEW,M,M
2016-01-13 16:30:00,119,2,0.12162162162162163,19.94,77.35,9.1,0.00,SCT,BKN,OVC
2015-04-13 17:30:00,161,3,0.1891891891891892,64.04,24.43,13.7,0.00,FEW,SCT,BKN
2016-03-18 18:00:00,49,0,0,37.94,78.96,11.4,0.00,SCT,BKN,OVC
2015-06-04 19:00:00,63,3,0.8918918918918919,78.98,56.18,0.0,0.00,FEW,FEW,SCT
2015-10-15 14:30:00,59,1,0.2962962962962963,68.00,30.64,14.8,0.00,FEW,SCT,M
2016-01-15 09:30:00,41,2,0.14864864864864866,39.92,92.56,10.3,0.01,BKN,BKN,OVC
2015-12-04 18:00:00,92,1,0.9135802469135802,37.94,85.49,6.8,0.00,CLR,M,M
2015-11-02 06:00:00,16,1,0.5185185185185185,51.98,76.88,9.1,0.00,SCT,M,M
2015-12-23 11:30:00,9,0,0,59.00,93.13,19.4,0.21,FEW,BKN,OVC
2016-04-30 19:00:00,57,3,0.4383561643835616,44.60,93.35,17.1,M,OVC,M,M
2016-01-12 16:00:00,80,2,0.10810810810810811,8.06,66.04,20.5,0.00,FEW,M,M
